Regenerative Action,Slug,Collection ID,Item ID,Archived,Draft,Created On,Updated On,Published On,🔮 Circles Subdomain,🔮 Circles Domain,🔮 Circles Topic,Mandala Pathway,Liberate Action,Oppress Action,Success Indicators,Circulation Check
Participatory Administration Commons,participatory-administration-commons,6925b5b049ecd80b47887089,6925fd9a44755575467c74d7,false,false,Tue Nov 25 2025 19:03:54 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:03:54 GMT+0000 (Coordinated Universal Time),,organization-and-governance,☀️ Politics,🦺 Administration and Bureaucracy,Liberation,"<p>Design administrative functions (record-keeping, scheduling, compliance) as a ""commons"" with open-access digital tools, clear role rotations, and public dashboards—making bureaucracy a shared, transparent service, not a gatekeeping function.</p>","<p>Obscure administrative processes behind jargon, password-protected systems, and specialized roles that exclude non-experts from understanding or influencing basic operations.</p>",<p>• 100% of community records publicly accessible • Administrative roles rotated quarterly with training • 95% satisfaction with ease of participation in governance</p>,<p>Yes — Bureaucracy is demystified and shared. No knowledge hoarding; tools are open and roles are temporary.</p>
Participatory Aesthetics Charter,participatory-aesthetics-charter,6925b5b049ecd80b47887089,6925fda22a708fd80e2e386f,false,false,Tue Nov 25 2025 19:04:02 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:02 GMT+0000 (Coordinated Universal Time),,creativity-and-recreation,🪢 Culture,🍄 Aesthetics and Design,Awakening,"<p>Co-create a “Participatory Aesthetics Charter” that defines community standards for beauty, design, and public art—decided through consensus, not expert decree or market trends.</p>","<p>Impose top-down aesthetic standards through corporate branding, municipal codes, or elite art institutions that silence community input on what “beauty” even means.</p>","<p>• 80%+ community participation in charter creation/review • High satisfaction with public space aesthetics across demographics ""• Reduction in homogenized</p>","<p>Yes — Decisions about aesthetics are made collectively. Power to define “beauty” is circulated, not hoarded.</p>"
Participatory Celebration Design System,participatory-celebration-design-system,6925b5b049ecd80b47887089,6925fda2b532ab4484a89044,false,false,Tue Nov 25 2025 19:04:02 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:02 GMT+0000 (Coordinated Universal Time),,creativity-and-recreation,🪢 Culture,🍄 Celebrations and Festivals,Healing,"<p>Implement a “Participatory Celebration Design System” where all festivals and rituals are co-created through rotating working groups that ensure inclusive, intergenerational participation in planning and execution.</p>","<p>Design celebrations that exclude marginalized groups through cost, cultural inaccessibility, or unexamined tradition, while claiming “community spirit” for the already-included.</p>",<p>• 95%+ accessibility and participation in all celebrations • High satisfaction across age• Revitalization of both heritage and emergent rituals</p>,"<p>Yes — Participation in celebration is structured for inclusion, not exclusion.</p>"
Participatory Complexity Charter,participatory-complexity-charter,6925b5b049ecd80b47887089,6925fda6cda51598941080e3,false,false,Tue Nov 25 2025 19:04:06 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:06 GMT+0000 (Coordinated Universal Time),,flora-and-fauna,🌱 Ecology,🦖 Complexity and Resilience,Liberation,"<p>Co-create a “Participatory Complexity Charter” that defines community standards for ecosystem resilience—decided through consensus, not expert decree.</p>","<p>Impose top-down ecological management that prioritizes simplicity and control over complexity, silencing community input on what “resilience” even means.</p>",<p>• 80%+ community participation in charter creation/review • High trust in “Complexity &amp; Resilience Index” • Reduction in monoculture and simplification</p>,"<p>Yes — Decisions about “complexity” are made collectively. Power to define resilience is circulated, not hoarded.</p>"
Participatory Consumption Charter,participatory-consumption-charter,6925b5b049ecd80b47887089,6925fd9f5f00d1d57c1bf048,false,false,Tue Nov 25 2025 19:03:59 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:03:59 GMT+0000 (Coordinated Universal Time),,consumption-and-use,📉 Economics,🌽 Appropriate Use and Re-use,Awakening,"<p>Co-create a “Participatory Consumption Charter” that defines community standards for appropriate use, repair, and reuse—decided through consensus, not corporate dictate.</p>","<p>Impose top-down consumption norms through advertising, planned obsolescence, and social engineering that frame reuse as “poor” and newness as “virtuous.”</p>",<p>• 80%+ community participation in charter creation/review • High repair rates and low disposable consumption • Reduction in stigma around secondhand goods</p>,"<p>Yes — Decisions about “appropriate use” are made collectively, not dictated by market logic.</p>"
Participatory Discovery Charter,participatory-discovery-charter,6925b5b049ecd80b47887089,6925fda4c84adfa06560142c,false,false,Tue Nov 25 2025 19:04:04 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:04 GMT+0000 (Coordinated Universal Time),,enquiry-and-learning,🪢 Culture,💡 Curiosity and Discovery,Awakening,"<p>Co-create a “Participatory Discovery Charter” that defines how the community nurtures curiosity—through open-ended questions, not predetermined answers—and uses consensus to guide all exploratory decisions.</p>","<p>Impose top-down research agendas that prioritize institutional or corporate interests, silencing community-driven questions and framing discovery as a means to control, not understand.</p>",<p>• 80%+ community participation in charter creation/review • High rates of community-initiated research projects • Reduction in extractive or weaponized “discovery”</p>,"<p>Yes — Decisions about “what to explore” are made collectively. Power to question is circulated, not hoarded.</p>"
Participatory Elemental Charter,participatory-elemental-charter,6925b5b049ecd80b47887089,6925fda5c7de1aff2d6888ca,false,false,Tue Nov 25 2025 19:04:05 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:05 GMT+0000 (Coordinated Universal Time),,water-and-air,🌱 Ecology,🌊 Vitality and Viability,Awakening,"<p>Co-create a “Participatory Elemental Charter” that defines community standards for the health of air and water—decided through consensus, not expert decree or corporate influence.</p>","<p>Impose top-down environmental standards that prioritize economic growth over ecological health, silencing community input on what “vitality” even means.</p>",<p>• 80%+ community participation in charter creation/review • High trust in “Elemental Vitality Index” • Reduction in ecological sacrifice zones</p>,"<p>Yes — Decisions about “vitality” are made collectively. Power to define health is circulated, not hoarded.</p>"
Participatory Equity Charter,participatory-equity-charter,6925b5b049ecd80b47887089,6925fda45e4ab6e5b6b0a7d4,false,false,Tue Nov 25 2025 19:04:04 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:04 GMT+0000 (Coordinated Universal Time),,gender-and-generations,🪢 Culture,🦚 Equality and Respect,Liberation,"<p>Co-create a “Participatory Equity Charter” that defines community standards for gender and generational respect—decided through consensus, not expert decree.</p>","<p>Impose top-down “equality” policies that tokenize diversity while silencing authentic voices, using bureaucratic procedures to manufacture consent and maintain the status quo.</p>",<p>• 80%+ community participation in charter creation/review • High trust in “Equity &amp; Respect Index” • Reduction in performative inclusion without power-sharing</p>,"<p>Yes — Decisions about equity are made collectively. Power to define “respect” is circulated, not hoarded.</p>"
Participatory Health Autonomy Charter,participatory-health-autonomy-charter,6925b5b049ecd80b47887089,6925fda5fba2445298979bec,false,false,Tue Nov 25 2025 19:04:05 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:05 GMT+0000 (Coordinated Universal Time),,wellbeing-and-health,🪢 Culture,🧘 Integrity and Autonomy,Healing,"<p>Co-create a “Participatory Health Autonomy Charter” that defines community standards for bodily and mental sovereignty—decided through consensus, not medical or state decree.</p>","<p>Impose top-down health mandates that override personal autonomy, treating the body as a site of control rather than self-determination.</p>","<p>• 100% of health decisions include explicit, revocable consent • High trust in “Autonomy &amp; Integrity Index” • Reduction in medical coercion and trauma</p>","<p>Yes — Decisions about “integrity” are made collectively. Power to define autonomy is circulated, not hoarded.</p>"
Participatory Identity Charter,participatory-identity-charter,6925b5b049ecd80b47887089,6925fda19c2160b61d69fde7,false,false,Tue Nov 25 2025 19:04:01 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:01 GMT+0000 (Coordinated Universal Time),,identity-and-engagement,🪢 Culture,😜 Diversity and Difference,Awakening,<p>Co-create a “Participatory Identity Charter” that affirms the community’s commitment to holding difference as a source of creative strength—not as a threat to be managed—through consensus-based decision-making.</p>,"<p>Impose top-down “diversity” policies that tokenize difference while silencing authentic voices, using bureaucratic procedures to manufacture consent and maintain the status quo.</p>",<p>• 80%+ community participation in charter creation/review • High trust in “Diversity &amp; Difference Index” • Reduction in performative inclusion without power-sharing</p>,"<p>Yes — Decisions about identity are made collectively. Power to define “difference” is circulated, not hoarded.</p>"
